Cluster Index	Z	x	y	z	
4	5.85	-36	-28	12
4	5.53	-32	-26	8
4	5.21	-60	-24	10
4	4.97	-40	-32	12
4	4.91	-62	-18	8
4	4.74	-70	-26	14
3	5.78	68	-6	-4
3	5.48	72	-26	-2
3	5	70	-18	-4
3	4.48	64	-20	0
3	4.35	54	-22	-2
3	4.24	64	-10	4
2	4.21	68	-32	18
2	4.05	68	-32	14
2	4.02	60	-30	36
2	3.85	66	-40	6
2	3.82	60	-32	6
2	3.76	64	-26	36
1	4.35	40	-50	-46
1	4.05	46	-44	-24
1	3.52	44	-50	-30
1	3.35	32	-58	-22
1	3.11	46	-54	-38
1	3.04	38	-42	-50
