Cluster Index	Z	x	y	z	
4	4.72	44	-28	28
4	4.33	54	-66	14
4	4.32	36	-66	18
4	4.25	24	-70	24
4	4.16	24	-68	30
4	3.88	16	-64	48
3	5.32	-38	-78	16
3	5.05	-32	-88	30
3	4.31	-52	-80	18
3	4.28	-40	-64	-20
3	4.1	-30	-84	6
3	4.04	-20	-56	14
2	4.26	-16	-70	64
2	3.67	-6	-70	68
2	3.42	-22	-68	40
2	3.39	-20	-74	46
2	3.36	-20	-70	46
2	3.35	-24	-78	42
1	5.57	-66	-32	0
1	4.67	-58	-22	-6
1	4.46	-62	-20	-6
1	3.57	-58	-36	2
1	3.54	-56	-38	6
1	3.12	-48	-38	2
