Cluster Index	Z	x	y	z	
3	5.71	-64	-16	-12
3	5.21	-60	-38	0
3	5.07	-46	-34	-10
3	4.98	-60	-28	-2
3	4.96	-64	-2	-12
3	4.6	-68	-4	-10
2	6.14	-48	10	20
2	4.55	-40	2	20
2	2.75	-44	0	12
2	2.56	-54	2	12
2	2.55	-50	4	6
1	6.47	58	-30	-10
1	5.54	70	-8	-6
1	5.03	64	-22	-12
1	4.04	72	-16	-10
1	3.77	62	-12	-16
1	3.23	50	-16	-20
