Cluster Index	Z	x	y	z	
4	7.7	-60	-26	6
4	6.71	-58	-2	-8
4	6.66	-62	-16	8
4	6.59	-62	-14	2
4	6.49	-50	-10	-4
4	6.17	-58	-12	0
3	6.24	68	-20	-6
3	6.08	62	-10	4
3	5.95	48	-16	6
3	5.85	56	-10	2
3	5.84	64	-38	8
3	5.49	46	-28	14
2	4.31	-22	-76	-38
2	3.95	-26	-58	-24
2	3.92	-12	-82	-44
2	3.77	-30	-62	-24
2	3.6	4	-68	-12
2	3.58	-18	-62	-18
1	4.05	20	-58	-24
1	3.81	34	-58	-20
1	3.68	16	-66	-16
1	3.1	28	-52	-30
1	2.81	12	-56	-14
1	2.69	12	-72	-12
