Cluster Index	Z	x	y	z	
4	7.23	70	-10	2
4	5.83	54	-20	10
4	5.1	50	-22	-6
4	4.97	68	-38	4
4	4.84	54	-32	8
4	4.78	60	2	-10
3	6.69	-64	-16	8
3	6.49	-62	-14	4
3	6.22	-68	-26	12
3	5.85	-72	-24	10
3	5.72	-72	-20	8
3	5.43	-40	-38	12
2	3.8	0	-68	52
2	3.5	16	-76	32
2	3.41	6	-60	28
2	3.32	10	-62	34
2	3.17	6	-58	42
2	3.11	8	-66	42
1	3.79	-48	-74	22
1	3.7	-60	-64	18
1	3.51	-40	-76	32
1	3.47	-42	-74	40
1	3.26	-46	-66	18
1	2.93	-58	-58	20
