Cluster Index	Z	x	y	z	
3	6.91	56	-10	0
3	5.71	46	-18	4
3	5.57	58	-20	-4
3	5.13	50	-16	0
3	4.89	48	-26	-2
3	4.56	44	-32	16
2	6.02	-42	-42	20
2	5.82	-56	-26	2
2	5.22	-40	-32	20
2	4.88	-48	-46	26
2	4.65	-54	-12	-12
2	4.57	-42	-18	-4
1	4.28	8	-88	-34
1	3.71	-8	-90	-30
1	3.52	-4	-88	-30
1	3.46	-32	-90	-32
1	3.25	-38	-88	-32
1	3.13	18	-90	-28
