Cluster Index	Z	x	y	z	
4	5.88	-50	-28	-8
4	5.88	-42	-24	-8
4	5.63	-62	-32	-2
4	5.29	-34	-32	4
4	5.19	-64	-16	-14
4	4.75	-66	-34	-12
3	6.78	68	-10	-8
3	6.59	56	-32	-12
3	4.71	64	2	-8
3	4.62	54	-4	-14
3	4.51	62	-22	-12
3	4.38	54	-8	-14
2	5.88	56	-32	10
2	4.96	36	-28	6
2	4.85	74	-28	-2
2	4.77	64	-30	4
2	4.31	36	-30	12
2	3.98	68	-28	-2
1	4.1	-26	38	32
1	3.97	-22	38	28
1	3.67	-44	40	-10
1	3.63	-4	40	18
1	3.5	-24	54	6
1	3.41	-14	34	10
