Cluster Index	Z	x	y	z	
3	5.2	54	-10	4
3	4.87	46	-18	4
3	4.36	44	-34	16
3	4.35	68	-38	6
3	4.24	62	6	-2
3	4.18	58	-44	24
2	5.49	-46	-16	-4
2	5.39	-42	-18	-4
2	5.04	-40	-34	18
2	4.55	-44	-32	14
2	4.53	-34	-40	14
2	4.42	-54	-28	0
1	4.53	56	24	26
1	4.2	40	4	36
1	3.85	44	20	18
1	3.54	50	20	12
1	3.52	42	14	18
1	3.27	42	20	24
