Cluster Index	Z	x	y	z	
4	6.83	-50	-18	0
4	6.73	-46	-14	-10
4	6.53	-40	-32	10
4	6.32	-58	-10	-8
4	6.26	-38	-28	4
4	6.03	-46	-30	4
3	6.22	60	14	-14
3	6.22	54	-26	-6
3	6.21	58	-16	-6
3	6.18	48	-24	2
3	6.16	58	-20	-6
3	6.14	56	-2	-10
2	3.75	-64	18	12
2	3.68	-60	16	26
2	3.66	-44	-14	56
2	3.65	-62	20	16
2	3.32	-58	8	16
2	3.28	-48	-10	46
1	4.2	8	4	56
1	3.87	6	-2	62
1	3.72	12	34	52
1	3.67	8	12	52
1	3.62	12	38	54
1	3.55	8	36	56
