Cluster Index	Z	x	y	z	
3	6.94	74	-18	4
3	6.38	74	-30	2
3	5.71	56	-14	6
3	5.33	74	-38	-6
3	5.25	68	-28	4
3	5.15	50	-10	-2
2	5.49	-42	-34	6
2	5.37	-64	-40	-4
2	5.04	-66	-32	-2
2	4.91	-46	-40	12
2	4.32	-58	-36	8
2	4.21	-48	-40	8
1	3.59	-58	-64	26
1	3.46	-44	-52	42
1	3.22	-34	-50	34
1	3.21	-38	-68	34
1	3.19	-36	-58	36
1	3.16	-38	-50	38
