Cluster Index	Z	x	y	z	
3	7.33	-72	-20	8
3	6.97	-60	-26	6
3	6.87	-58	-2	-6
3	6.51	-66	-2	-6
3	6.19	-50	-10	-4
3	5.93	-50	-16	-2
2	10.4	74	-18	4
2	6.16	74	-18	-4
2	5.87	66	2	-6
2	5.77	62	-12	2
2	5.62	64	6	-14
2	5.49	64	-40	8
1	4.1	-20	-62	-18
1	4.08	-22	-80	-36
1	3.74	-26	-58	-24
1	3.74	-30	-62	-22
1	3.73	-26	-62	-22
1	3.71	-12	-84	-42
