sub-01,63.109993 
sub-02,15.522525 
sub-03,22.979444 
sub-04,70.813242 
sub-05,23.018283 
sub-06,64.347598 
sub-07,35.233220 
sub-08,48.767400 
sub-09,70.899388 
sub-10,60.323561 
sub-11,108.901951 
sub-12,32.926567 
sub-13,115.474692 
sub-14,50.541827 
sub-15,98.841427 
sub-16,112.945441 
sub-17,50.017997 
sub-18,67.738409 
sub-19,93.079365 
sub-20,40.038832 
sub-21,17.678959 
sub-22,79.552639 
sub-23,47.578044 
sub-24,17.771658 
sub-25,43.037903 
sub-26,39.185769 
sub-27,36.331498 
sub-28,86.359083 
sub-29,68.487445 
sub-30,112.150541 
sub-32,61.559456 
sub-33,10.038687 
sub-34,3.096279 
sub-36,74.692758 
sub-37,38.624561 
sub-38,30.188507 
sub-40,84.064495 
sub-42,81.427220 
sub-43,71.121261 
sub-44,15.668727 
sub-45,32.962159 
sub-46,64.010797 
sub-47,52.255538 
sub-48,54.306249 
sub-49,53.295660 
sub-50,57.340423 
sub-53,40.030204 
sub-54,51.809963 
sub-55,41.642327 
sub-56,60.268731 
sub-57,46.906826 
sub-58,120.836956 
sub-59,44.117728 
sub-60,60.710313 
sub-61,89.469249 
sub-62,30.220557 
sub-63,67.414531 
sub-64,61.387504 
sub-65,17.745003 
sub-66,17.222094 
sub-67,72.589295 
sub-68,57.386449 
sub-69,0.221760 
sub-70,68.658626 
sub-71,38.447595 
sub-72,61.596744 
sub-73,44.931383 
sub-74,80.920791 
sub-75,62.847438 
sub-76,55.295592 
sub-77,46.620366 
