sub-01,38.606302 
sub-02,-2.966201 
sub-03,25.835431 
sub-04,41.846942 
sub-05,15.039170 
sub-06,31.114664 
sub-07,24.132786 
sub-08,27.078232 
sub-09,24.656946 
sub-10,22.123794 
sub-11,34.694572 
sub-12,30.407441 
sub-13,19.342660 
sub-14,8.231654 
sub-15,21.244630 
sub-16,23.852811 
sub-17,25.812287 
sub-18,4.445821 
sub-19,29.470165 
sub-20,24.519499 
sub-21,14.701174 
sub-22,24.047309 
sub-23,32.063485 
sub-24,24.436845 
sub-25,14.822495 
sub-26,10.684875 
sub-27,20.945024 
sub-28,50.807433 
sub-29,37.377617 
sub-30,27.822436 
sub-32,20.817314 
sub-33,9.151437 
sub-34,-4.150346 
sub-36,11.577190 
sub-37,18.688151 
sub-38,28.034206 
sub-40,15.353492 
sub-42,26.568088 
sub-43,28.307594 
sub-44,4.084029 
sub-45,8.286350 
sub-46,18.346429 
sub-47,9.355021 
sub-48,36.400233 
sub-49,29.186447 
sub-50,20.046667 
sub-53,14.472243 
sub-54,21.535031 
sub-55,19.864892 
sub-56,16.442183 
sub-57,23.727500 
sub-58,34.171790 
sub-59,16.234848 
sub-60,26.590175 
sub-61,21.469419 
sub-62,22.041436 
sub-63,24.229734 
sub-64,25.769963 
sub-65,22.010503 
sub-66,12.969923 
sub-67,15.931349 
sub-68,-4.853340 
sub-69,10.040294 
sub-70,27.978495 
sub-71,17.298375 
sub-72,35.746466 
sub-73,10.134291 
sub-74,26.216058 
sub-75,24.046174 
sub-76,51.672206 
sub-77,22.111568 
