Cluster Index	Z	x	y	z	
3	6.63	-48	-26	-6
3	4.81	-36	-28	2
3	4.42	-62	-32	-2
3	4.35	-38	-42	2
3	4.33	-48	-8	-12
3	4.01	-38	-40	6
2	5.57	58	-28	-12
2	5.24	68	-10	-8
2	4.63	66	-20	-6
2	4.09	64	6	-6
2	3.92	58	-18	-2
2	3.88	58	20	-14
1	5.19	50	-32	8
1	5.17	64	-30	4
1	5.05	56	-30	8
1	4.48	36	-28	6
1	3.89	54	-8	-14
1	3.38	68	-28	-2
