Cluster Index	Z	x	y	z	
3	5.79	-32	-26	8
3	5.55	-64	-4	-4
3	5.49	-36	-28	14
3	5.06	-62	-20	10
3	4.98	-34	-22	2
3	4.11	-48	-20	12
2	6.06	68	-6	-4
2	5.04	70	-10	-8
2	4.77	68	-30	14
2	4.36	70	-12	8
2	4.28	66	-28	24
2	4.16	64	-20	0
1	3.97	-58	-70	20
1	3.83	-42	-70	14
1	3.72	-40	-76	-6
1	3.56	-64	-62	12
1	3.51	-44	-74	-10
1	3.43	-36	-90	26
