Cluster Index	Z	x	y	z	
4	5.14	60	-32	14
4	4.76	40	-30	16
4	3.7	64	-24	2
4	3.46	26	-36	2
4	3.45	38	-32	-4
4	3.2	56	-30	-10
3	5.1	20	-60	4
3	3.89	-12	-82	4
3	3.5	2	-76	14
3	3.25	14	-66	14
3	3.19	-14	-80	10
3	3.15	14	-74	14
2	4.92	-52	-42	22
2	4.52	-46	-40	14
2	3.79	-54	-44	8
2	3.54	-62	-36	2
2	3.27	-32	-38	12
1	5.94	-70	-12	-6
1	5.88	-62	-12	-2
1	5.67	-68	-8	-6
1	5.64	-62	-8	-4
1	4.66	-66	-20	-6
1	3.77	-70	-16	2
