sub-01,22.874010 
sub-02,-2.168245 
sub-03,-0.226370 
sub-04,15.028452 
sub-05,9.119040 
sub-06,20.155177 
sub-07,17.257131 
sub-08,14.682044 
sub-09,11.078408 
sub-10,-5.369552 
sub-11,17.284268 
sub-12,21.613290 
sub-13,9.400761 
sub-14,-1.742146 
sub-15,4.670665 
sub-16,7.975822 
sub-17,10.905463 
sub-18,9.706875 
sub-19,17.972235 
sub-20,11.710044 
sub-21,-5.179794 
sub-22,15.084528 
sub-23,14.770310 
sub-24,5.901236 
sub-25,5.099189 
sub-26,6.568757 
sub-27,22.205973 
sub-28,11.223148 
sub-29,9.231581 
sub-30,11.213944 
sub-31,NA
sub-32,12.215874 
sub-33,7.569671 
sub-34,-1.319119 
sub-35,NA
sub-36,-0.313156 
sub-37,7.223909 
sub-38,18.403463 
sub-39,NA
sub-40,5.046019 
sub-41,NA
sub-42,13.345690 
sub-43,-1.474504 
sub-44,7.456721 
sub-45,8.742680 
sub-46,13.985963 
sub-47,5.714176 
sub-48,13.600485 
sub-49,20.334221 
sub-50,10.220311 
sub-51,NA
sub-52,NA
sub-53,5.908731 
sub-54,-0.376518 
sub-55,8.588354 
sub-56,6.470292 
sub-57,8.539721 
sub-58,3.176333 
sub-59,9.741297 
sub-60,12.577538 
sub-61,18.792193 
sub-62,15.251518 
sub-63,8.171666 
sub-64,17.292425 
sub-65,7.236118 
sub-66,-0.392999 
sub-67,4.240946 
sub-68,-4.203558 
sub-69,9.793952 
sub-70,1.265203 
sub-71,14.464373 
sub-72,12.458563 
sub-73,-8.825954 
sub-74,7.496139 
sub-75,18.102177 
sub-76,19.220360 
sub-77,6.230309 
