sub-01,62.369175 
sub-02,2.684662 
sub-03,17.486576 
sub-04,47.495898 
sub-05,27.719422 
sub-06,73.224334 
sub-07,47.343460 
sub-08,38.041332 
sub-09,43.392939 
sub-10,12.631698 
sub-11,52.267074 
sub-12,68.185748 
sub-13,41.129946 
sub-14,11.305292 
sub-15,43.041198 
sub-16,34.120038 
sub-17,43.788465 
sub-18,38.214361 
sub-19,58.776652 
sub-20,31.557075 
sub-21,7.595608 
sub-22,53.754731 
sub-23,43.298501 
sub-24,21.701398 
sub-25,24.396982 
sub-26,37.021344 
sub-27,45.544710 
sub-28,40.193294 
sub-29,30.531843 
sub-30,42.758324 
sub-31,NA
sub-32,45.370393 
sub-33,24.202536 
sub-34,10.827469 
sub-35,NA
sub-36,24.159863 
sub-37,20.950252 
sub-38,27.562208 
sub-39,NA
sub-40,37.801146 
sub-41,NA
sub-42,45.564473 
sub-43,32.377597 
sub-44,18.126552 
sub-45,27.244437 
sub-46,51.717858 
sub-47,32.242817 
sub-48,33.489872 
sub-49,51.179316 
sub-50,31.750718 
sub-51,NA
sub-52,NA
sub-53,36.069492 
sub-54,-0.242765 
sub-55,29.309874 
sub-56,23.784974 
sub-57,30.638675 
sub-58,20.357652 
sub-59,47.268550 
sub-60,51.531495 
sub-61,48.910001 
sub-62,40.525970 
sub-63,38.313181 
sub-64,43.730613 
sub-65,40.518393 
sub-66,16.057832 
sub-67,39.487139 
sub-68,17.297822 
sub-69,33.826601 
sub-70,25.573229 
sub-71,46.949480 
sub-72,49.974906 
sub-73,-5.270237 
sub-74,30.188869 
sub-75,47.015097 
sub-76,48.692452 
sub-77,49.253535 
