sub-01,38.096442 
sub-02,1.317803 
sub-03,9.769820 
sub-04,35.231664 
sub-05,13.928362 
sub-06,44.617265 
sub-07,23.520999 
sub-08,33.976449 
sub-09,28.924651 
sub-10,-2.061430 
sub-11,33.331082 
sub-12,35.569947 
sub-13,37.109991 
sub-14,3.279204 
sub-15,32.301748 
sub-16,29.361182 
sub-17,17.269454 
sub-18,25.398408 
sub-19,40.834996 
sub-20,22.231233 
sub-21,2.566160 
sub-22,34.318245 
sub-23,18.481598 
sub-24,12.191331 
sub-25,17.405610 
sub-26,19.857156 
sub-27,28.125555 
sub-28,19.632820 
sub-29,17.995876 
sub-30,30.785535 
sub-31,NA
sub-32,26.733578 
sub-33,9.042302 
sub-34,7.089134 
sub-35,NA
sub-36,13.282318 
sub-37,13.409354 
sub-38,18.464852 
sub-39,NA
sub-40,33.192829 
sub-41,NA
sub-42,32.445247 
sub-43,18.291258 
sub-44,8.359352 
sub-45,18.438834 
sub-46,34.034169 
sub-47,15.165898 
sub-48,19.071658 
sub-49,41.144220 
sub-50,18.112574 
sub-51,NA
sub-52,NA
sub-53,24.023584 
sub-54,-3.407750 
sub-55,18.138705 
sub-56,18.125828 
sub-57,22.697091 
sub-58,5.621495 
sub-59,21.262828 
sub-60,21.517653 
sub-61,31.017780 
sub-62,19.501665 
sub-63,25.893516 
sub-64,34.330243 
sub-65,17.275255 
sub-66,8.098001 
sub-67,19.336071 
sub-68,9.805705 
sub-69,16.564030 
sub-70,12.585033 
sub-71,26.226092 
sub-72,34.044803 
sub-73,-5.328536 
sub-74,16.156651 
sub-75,43.021610 
sub-76,24.741251 
sub-77,16.064988 
