sub-01,62.243129 
sub-02,8.206631 
sub-03,17.939142 
sub-04,57.944276 
sub-05,18.040911 
sub-06,61.074604 
sub-07,34.125215 
sub-08,55.352517 
sub-09,47.868692 
sub-10,7.872496 
sub-11,61.382786 
sub-12,59.810781 
sub-13,65.423048 
sub-14,11.567139 
sub-15,60.245723 
sub-16,57.722247 
sub-17,32.033142 
sub-18,41.444777 
sub-19,57.373229 
sub-20,36.985745 
sub-21,13.061300 
sub-22,63.802933 
sub-23,31.729807 
sub-24,15.425933 
sub-25,33.467857 
sub-26,35.434590 
sub-27,38.206713 
sub-28,30.059156 
sub-29,30.422518 
sub-30,52.548341 
sub-31,NA
sub-32,43.048447 
sub-33,14.314778 
sub-34,16.338931 
sub-35,NA
sub-36,24.423265 
sub-37,19.877203 
sub-38,24.838039 
sub-39,NA
sub-40,54.317561 
sub-41,NA
sub-42,49.676209 
sub-43,44.064499 
sub-44,11.686117 
sub-45,33.763658 
sub-46,61.680701 
sub-47,29.048434 
sub-48,32.565641 
sub-49,62.741204 
sub-50,30.989981 
sub-51,NA
sub-52,NA
sub-53,38.012343 
sub-54,-1.068855 
sub-55,32.061856 
sub-56,32.864453 
sub-57,38.827992 
sub-58,21.440866 
sub-59,39.783670 
sub-60,38.899390 
sub-61,56.042672 
sub-62,32.301681 
sub-63,45.415525 
sub-64,54.955960 
sub-65,28.758449 
sub-66,21.168943 
sub-67,38.261653 
sub-68,24.641826 
sub-69,26.764196 
sub-70,24.737310 
sub-71,36.908103 
sub-72,54.160527 
sub-73,-3.493076 
sub-74,20.385022 
sub-75,65.560369 
sub-76,38.543952 
sub-77,28.921481 
