sub-01,43.615163 
sub-02,16.024401 
sub-03,-3.864493 
sub-04,40.142956 
sub-05,18.517782 
sub-06,34.829173 
sub-07,24.739554 
sub-08,37.594988 
sub-09,34.454927 
sub-10,9.323795 
sub-11,52.183807 
sub-12,21.979554 
sub-13,33.104389 
sub-14,10.668163 
sub-15,35.900586 
sub-16,33.455196 
sub-17,19.935199 
sub-18,-4.603457 
sub-19,29.770932 
sub-20,15.971053 
sub-21,5.033721 
sub-22,24.222877 
sub-23,19.184086 
sub-24,14.272969 
sub-25,29.379950 
sub-26,28.058015 
sub-27,11.995939 
sub-28,20.411386 
sub-29,8.944587 
sub-30,30.238013 
sub-31,NA
sub-32,22.803902 
sub-33,11.495747 
sub-34,-2.334062 
sub-35,NA
sub-36,26.648248 
sub-37,10.076024 
sub-38,14.887717 
sub-39,NA
sub-40,36.812745 
sub-41,NA
sub-42,40.519057 
sub-43,25.856119 
sub-44,4.852554 
sub-45,21.581131 
sub-46,31.691226 
sub-47,9.696658 
sub-48,21.600223 
sub-49,46.257828 
sub-50,20.217971 
sub-51,NA
sub-52,NA
sub-53,17.349360 
sub-54,5.970120 
sub-55,22.567531 
sub-56,29.398423 
sub-57,20.884477 
sub-58,5.425494 
sub-59,20.851355 
sub-60,31.594119 
sub-61,37.185672 
sub-62,10.627471 
sub-63,34.804982 
sub-64,31.085756 
sub-65,12.502441 
sub-66,11.446264 
sub-67,27.185647 
sub-68,38.866415 
sub-69,5.851862 
sub-70,20.354369 
sub-71,20.779007 
sub-72,34.801671 
sub-73,10.323975 
sub-74,29.226488 
sub-75,39.375517 
sub-76,26.895174 
sub-77,22.644839 
