Cluster Index	Z	x	y	z	
4	5.02	6	-56	26
4	4.85	-18	-60	20
4	4.56	-2	-68	30
4	4.43	4	-58	34
4	4.27	10	-52	34
4	4.19	16	-62	26
3	4.29	-36	-44	-6
3	4.12	-36	-38	-10
3	4.07	-32	-52	6
3	3.87	-34	-60	4
3	3.65	-30	-40	2
3	3.23	-24	-52	6
2	3.71	38	-40	-10
2	3.23	18	-48	-16
2	3.21	38	-44	-4
2	3.15	16	-44	-18
2	3.14	36	-48	-10
2	3.06	40	-48	-8
1	4.36	-4	62	2
1	3.43	4	56	28
1	3.14	0	58	10
1	3.02	-10	50	6
1	3.01	6	64	14
1	2.98	8	60	-2
